,id,Tanggal_Order,Waktu_Pesan,Nama_Pemesan,No_Resi,Produk,Kategori,Jumlah_Pesanan,Harga,Diskon,Total_Harga,Profit,Kota_Pengiriman - Media Pemesanan,Admin_Proses,Ekspedisi,Rating
186,187,2018/01/01,7:08:25,Wallie Pitcaithly,68151-5230,Oversized T-Shirt,,22.0,,,,,Bandung - Website,Mark,Tiki,2.0
187,188,2018/01/05,0:54:03,Bear Brayfield,54569-0554,T-Shirt,,22.0,,,,,Tangerang - Shopee,Abraham,Wahana,5.0
188,189,2018/01/19,11:41:53,Jonis Breche,67225-0003,Oversized T-Shirt,,15.0,,,,,Tangerang - Tiktok,Rizal,SiCepat,3.0
189,190,2018/01/26,0:49:54,Coraline Bertwistle,63941-333,T-Shirt,,12.0,,,,,Bogor - FB Marketplace,Wanokuni,Wahana,3.0
190,191,2018/01/30,6:15:06,Adam Spreull,21695-125,T-Shirt,,4.0,,,,,Semarang - FB Marketplace,Mark,Shopee Express,3.0
191,192,2018/01/22,5:08:55,Carree Jacques,51655-749,Parka Jackets,,22.0,,21.0,,,Depok - Instagram,Elon,Shopee Express,
192,193,2018/01/12,11:50:49,Rori Lelliott,57237-004,Sweater,,6.0,,31.0,,,Yogyakarta - Tokopedia,Mark,POS Indonesia,1.0
193,194,2018/01/14,6:51:49,Tilly Siuda,68788-9994,Cargo Pants,,10.0,,8.0,,,Bogor - Tiktok,Rizal,Tiki,5.0
194,195,2018/01/13,11:07:21,Jacynth Puckring,65044-1018,,,14.0,,,,,Semarang - Website,Wanokuni,POS Indonesia,3.0
195,196,2018/01/21,11:22:13,Lula Stranaghan,36987-2911,Oversized T-Shirt,,18.0,,21.0,,,Tangerang - Website,Rizal,,2.0
196,197,2018/01/10,20:38:44,Harli Lownie,59779-977,T-Shirt,,18.0,,,,,Tangerang - Whatsapp,Elon,,5.0
197,198,2018/01/04,17:42:14,Renaud Newsome,10956-014,T-Shirt,,17.0,,,,,Depok - Shopee,Mark,Shopee Express,5.0
198,199,2018/01/21,18:39:24,Silas Ghidini,0052-0603,Mug,,20.0,,,,,Yogyakarta - Lazada,Abraham,Shopee Express,1.0
199,200,2018/01/25,9:29:02,Fianna Kilmartin,41190-243,Parka Jackets,,,,11.0,,,Jakarta - Tokopedia,Mark,POS Indonesia,
200,201,2018/01/07,22:00:59,Ken Hadden,43419-516,T-Shirt,,7.0,,8.0,,,Semarang - Tokopedia,Jeff,JNT,2.0
201,202,2018/01/18,11:48:20,June Kidstoun,0338-1099,Parka Jackets,,25.0,,19.0,,,Bali - FB Marketplace,Rizal,SiCepat,5.0
202,203,2018/01/06,13:14:15,Dawn Mackro,0113-0517,T-Shirt,,4.0,,26.0,,,Bali - Lazada,Jeff,Wahana,4.0
203,204,2018/01/24,2:41:49,Laurens Ivanyushin,48951-8160,Parka Jackets,,25.0,,,,,Bandung - Tiktok,Mark,Shopee Express,4.0
204,205,2018/01/11,20:49:36,Zollie Dawbury,54868-3474,Oversized T-Shirt,,16.0,,31.0,,,Bali - Website,Abraham,Tiki,5.0
205,206,2018/01/21,0:08:18,Alva Finkle,16590-265,Cargo Pants,,9.0,,13.0,,,Depok - Tokopedia,Elon,JNE,1.0
206,207,2018/01/20,6:49:03,Bambie Aizikov,16590-890,Oversized T-Shirt,,11.0,,,,,Yogyakarta - Whatsapp,Elon,JNT,1.0
207,208,2018/01/17,20:10:50,Guenevere Goudman,55714-2258,Cargo Pants,,1.0,,32.0,,,Tangerang - FB Marketplace,Mark,SiCepat,1.0
208,209,2018/01/01,16:54:05,Ives Amor,62756-437,T-Shirt,,9.0,,,,,Tangerang - Tokopedia,Rizal,POS Indonesia,
209,210,2018/01/08,8:33:40,Sharai Slarke,44523-568,Parka Jackets,,25.0,,26.0,,,Bogor - Tiktok,Wanokuni,,5.0
210,211,2018/01/19,20:39:53,Birgitta Jerrard,68703-091,Cargo Pants,,10.0,,19.0,,,Tangerang - Tiktok,Rizal,SiCepat,2.0
211,212,2018/01/30,18:38:56,Mikey Kless,68084-088,Parka Jackets,,19.0,,,,,Tangerang - Shopee,Rizal,Wahana,
212,213,2018/01/13,2:07:50,Nat Houlden,66993-417,T-Shirt,,2.0,,31.0,,,Bogor - Whatsapp,Nami,JNT,
213,214,2018/01/21,5:55:40,Sylas Cabral,11673-047,Parka Jackets,,21.0,,17.0,,,,Wanokuni,JNE,2.0
214,215,2018/01/02,4:02:51,Emiline Oddey,51672-1351,Cargo Pants,,12.0,,28.0,,,Tangerang - Instagram,Wanokuni,Shopee Express,1.0
215,216,2018/01/04,22:55:27,Shane Woolacott,0944-4351,Oversized T-Shirt,,19.0,,,,,Depok - FB Marketplace,Mark,POS Indonesia,5.0
216,217,2018/01/08,12:17:38,Dusty Warn,52544-495,Oversized T-Shirt,,12.0,,,,,Bogor - Instagram,Elon,JNT,1.0
217,218,2018/01/04,23:31:00,Tabitha Truin,66141-640,Oversized T-Shirt,,19.0,,,,,Bali - Shopee,Wanokuni,JNT,2.0
218,219,2018/01/07,20:32:03,Gabbey Wallsworth,39892-0801,Oversized T-Shirt,,7.0,,,,,Bandung - Lazada,Jeff,POS Indonesia,5.0
219,220,2018/01/03,22:38:51,Irvine Abramov,0268-1610,Cargo Pants,,22.0,,,,,Depok - Instagram,Nami,JNE,1.0
220,221,2018/01/15,12:17:28,Claudette Handes,0555-0324,Cargo Pants,,16.0,,,,,Depok - FB Marketplace,Rizal,Wahana,1.0
221,222,2018/01/06,4:05:41,Crysta Ward,63548-3733,T-Shirt,,7.0,,13.0,,,Bogor - Shopee,Elon,SiCepat,3.0
222,223,2018/01/18,1:18:49,Berte Tiler,49349-586,T-Shirt,,1.0,,10.0,,,Jakarta - Tokopedia,Jeff,Wahana,4.0
223,224,2018/01/24,18:33:38,Cissy Jarry,36987-2540,,,,,23.0,,,,Rizal,,3.0
224,225,2018/01/23,2:51:37,Tessy Meikle,52125-830,T-Shirt,,15.0,,,,,Depok - FB Marketplace,Rizal,POS Indonesia,5.0
225,226,2018/01/21,11:43:45,Rani Banks,49349-296,T-Shirt,,25.0,,25.0,,,Yogyakarta - FB Marketplace,Elon,Wahana,
226,227,2018/01/22,20:20:24,Jemmie Dudleston,52083-679,Oversized T-Shirt,,7.0,,,,,Tangerang - Instagram,Wanokuni,JNT,4.0
227,228,2018/01/12,23:05:52,Roderigo Marusik,21695-003,T-Shirt,,23.0,,,,,Bali - Website,Mark,JNT,5.0
228,229,2018/01/01,1:33:39,Pernell Seeds,49702-228,Oversized T-Shirt,,6.0,,17.0,,,Depok - FB Marketplace,Abraham,Wahana,4.0
229,230,2018/01/09,3:01:25,Flory Humm,64942-1209,T-Shirt,,25.0,,7.0,,,Tangerang - Tokopedia,Rizal,Wahana,2.0
230,231,2018/01/28,12:26:07,Ebonee Nelane,41616-882,Cargo Pants,,24.0,,,,,Tangerang - Instagram,Mark,Wahana,3.0
231,232,2018/01/10,23:50:17,Chelsae Faughnan,65084-454,T-Shirt,,19.0,,,,,Semarang - Tokopedia,Elon,,1.0
232,233,2018/01/27,20:07:01,Danya Ianelli,49349-131,T-Shirt,,11.0,,,,,Yogyakarta - Lazada,Wanokuni,JNE,5.0
233,234,2018/01/12,10:45:11,Mordecai Bankhurst,65293-426,Parka Jackets,,5.0,,,,,Jakarta - FB Marketplace,Wanokuni,JNT,
234,235,2018/01/30,15:31:21,Cherice Trowler,36987-2712,Mug,,16.0,,18.0,,,Jakarta - Website,Nami,Tiki,3.0
235,236,2018/01/19,5:59:59,Rikki Libby,52533-147,T-Shirt,,16.0,,,,,Jakarta - Lazada,Rizal,SiCepat,2.0
236,237,2018/01/16,13:25:59,Stesha O'Fallowne,0591-0718,Parka Jackets,,23.0,,8.0,,,Tangerang - Tiktok,Elon,Shopee Express,
237,238,2018/01/09,7:14:45,Sada Blaisdale,68462-223,Sweater,,7.0,,,,,Jakarta - Tiktok,Mark,POS Indonesia,3.0
238,239,2018/01/30,6:52:11,Hesther Okker,0603-2213,T-Shirt,,2.0,,32.0,,,Bogor - Lazada,Jeff,SiCepat,3.0
239,240,2018/01/12,17:40:55,Benson Rawlyns,0268-0917,Sweater,,1.0,,29.0,,,Semarang - Whatsapp,Rizal,SiCepat,5.0
240,241,2018/01/28,21:07:25,Laurens Ivanyushin,55301-205,Parka Jackets,,16.0,,,,,Tangerang - Instagram,Mark,Shopee Express,5.0
241,242,2018/01/26,19:54:06,Sandra Forde,55413-2500,Topi,,10.0,,,,,Tangerang - Tokopedia,Wanokuni,JNE,4.0
242,243,2018/01/23,9:55:37,Olga Maxsted,48951-8130,Sweater,,22.0,,,,,,Abraham,Wahana,4.0
243,244,2018/01/04,21:41:35,Wylie Forton,54868-0268,T-Shirt,,6.0,,,,,Yogyakarta - Instagram,Elon,Wahana,
244,245,2018/01/08,13:58:02,Bebe Sutty,58411-149,Cargo Pants,,20.0,,,,,Bogor - Whatsapp,Wanokuni,POS Indonesia,5.0
245,246,2018/01/17,15:38:32,Xever Dionisi,0409-1560,T-Shirt,,22.0,,,,,Yogyakarta - Shopee,Wanokuni,Wahana,1.0
246,247,2018/01/25,15:04:33,Libbi Rainforth,43857-0264,Mug,,21.0,,,,,Bandung - Lazada,Wanokuni,JNE,4.0
247,248,2018/01/29,7:09:18,Brett Louden,43458-1002,T-Shirt,,15.0,,,,,Bandung - Lazada,Elon,Tiki,3.0
248,249,2018/01/19,9:50:28,Arly Eaglesham,58118-1402,Cargo Pants,,18.0,,9.0,,,Yogyakarta - FB Marketplace,Nami,Tiki,1.0
249,250,2018/01/13,13:35:44,Sella Leist,68828-125,T-Shirt,,12.0,,,,,,Elon,Shopee Express,4.0
250,251,2018/01/16,7:15:33,Lanny Cunnington,67544-026,Parka Jackets,,9.0,,,,,Yogyakarta - Lazada,Jeff,SiCepat,3.0
251,252,2018/01/06,10:29:49,Dulcinea Karadzas,50845-0113,T-Shirt,,7.0,,,,,Semarang - Whatsapp,Jeff,JNT,4.0
252,253,2018/01/20,10:54:23,Burnaby Muslim,0009-3331,Sweater,,6.0,,,,,Depok - Tokopedia,Abraham,JNT,2.0
253,254,2018/01/19,21:17:54,Towney Elphee,53798-010,T-Shirt,,17.0,,11.0,,,Tangerang - Website,Abraham,Wahana,
254,255,2018/01/01,12:16:51,Helenelizabeth Brewster,65734-867,Cargo Pants,,6.0,,,,,,Mark,Shopee Express,3.0
255,256,2018/01/17,4:24:36,Engelbert Benmore,36987-2288,Sweater,,24.0,,10.0,,,Bogor - FB Marketplace,Rizal,POS Indonesia,3.0
256,257,2018/01/25,4:08:53,Grata Stothart,63736-378,T-Shirt,,9.0,,17.0,,,Tangerang - Instagram,Jeff,Wahana,4.0
257,258,2018/01/23,1:04:56,Rudyard Goodier,60505-2762,Oversized T-Shirt,,14.0,,,,,Semarang - FB Marketplace,Jeff,,3.0
258,259,2018/01/18,22:28:17,Matti Kneale,49288-0752,Parka Jackets,,22.0,,6.0,,,Yogyakarta - Shopee,Rizal,POS Indonesia,4.0
259,260,2018/01/10,19:53:47,Pepita Dinnington,76237-147,Topi,,11.0,,,,,Bandung - Instagram,Jeff,POS Indonesia,4.0
260,261,2018/01/18,11:20:38,Thayne Haith,43598-221,Oversized T-Shirt,,1.0,,,,,Jakarta - Lazada,Wanokuni,JNE,4.0
261,262,2018/01/05,5:54:22,Shawn Meecher,49817-1992,T-Shirt,,15.0,,,,,Bandung - Instagram,Abraham,JNE,4.0
262,263,2018/01/27,19:29:16,Ame Santoro,0615-7565,Parka Jackets,,14.0,,,,,Bandung - Tokopedia,Jeff,,4.0
263,264,2018/01/17,6:07:41,Farr Rideout,36987-1075,T-Shirt,,18.0,,6.0,,,Yogyakarta - FB Marketplace,Rizal,,5.0
264,265,2018/01/11,4:39:04,Tessa Scriviner,0185-0371,Oversized T-Shirt,,19.0,,,,,Jakarta - Shopee,Elon,POS Indonesia,1.0
265,266,2018/01/16,18:36:55,Cacilia Stainton,21695-989,T-Shirt,,23.0,,,,,Bandung - Whatsapp,Elon,Tiki,2.0
266,267,2018/01/22,14:30:08,Corny Rodders,67938-0964,T-Shirt,,22.0,,7.0,,,Bandung - Tiktok,Wanokuni,JNT,2.0
267,268,2018/01/22,12:17:37,Isaiah Verner,68210-1510,Oversized T-Shirt,,6.0,,15.0,,,Depok - Instagram,Rizal,Wahana,3.0
268,269,2018/01/06,9:22:08,Reinhard Corbert,37808-396,Oversized T-Shirt,,16.0,,,,,Bali - Whatsapp,Nami,POS Indonesia,3.0
269,270,2018/01/19,15:25:00,Culley Forrestill,59667-0048,Oversized T-Shirt,,25.0,,14.0,,,Bali - Whatsapp,Wanokuni,Wahana,2.0
270,271,2018/01/01,1:46:02,Ernie Armytage,60505-0131,Sweater,,9.0,,20.0,,,Jakarta - Website,Wanokuni,SiCepat,4.0
271,272,2018/01/10,19:42:29,Frederico Cargill,16837-861,Oversized T-Shirt,,22.0,,,,,Yogyakarta - Shopee,Elon,,1.0
272,273,2018/01/18,4:48:25,Jordana Ram,41250-294,Oversized T-Shirt,,25.0,,24.0,,,Bali - Lazada,Mark,POS Indonesia,2.0
273,274,2018/01/28,5:21:15,Dilly Cleiment,54868-2989,Parka Jackets,,1.0,,,,,Jakarta - Lazada,Elon,POS Indonesia,1.0
274,275,2018/01/12,23:35:58,Gustavo Brumen,49643-450,T-Shirt,,8.0,,24.0,,,Bogor - Instagram,Jeff,Tiki,1.0
275,276,2018/01/10,7:15:36,Lizette Hartness,42002-440,T-Shirt,,23.0,,30.0,,,Bogor - Website,Rizal,,2.0
276,277,2018/01/05,3:14:06,Chen Phillips,0338-0673,Cargo Pants,,9.0,,20.0,,,Semarang - FB Marketplace,Mark,POS Indonesia,1.0
277,278,2018/01/28,10:29:21,Doro Cowdry,21130-318,Oversized T-Shirt,,10.0,,32.0,,,Semarang - Tokopedia,Mark,,3.0
278,279,2018/01/10,6:30:44,Nollie Isenor,76237-142,Parka Jackets,,3.0,,,,,Semarang - Shopee,Abraham,JNT,2.0
279,280,2018/01/16,4:56:24,Giselle Yedy,36987-2388,T-Shirt,,1.0,,,,,Bogor - Lazada,Wanokuni,Tiki,1.0
280,281,2018/01/10,18:46:13,Weber Corringham,61919-445,Parka Jackets,,,,,,,Bali - Lazada,Mark,Tiki,1.0
281,282,2018/01/21,7:54:16,Alysia Tomaszkiewicz,68084-490,T-Shirt,,14.0,,23.0,,,,Abraham,,2.0
282,283,2018/01/30,20:26:05,Alain Eickhoff,42507-897,T-Shirt,,9.0,,,,,Yogyakarta - Tokopedia,Wanokuni,Shopee Express,5.0
283,284,2018/01/18,3:07:05,Elyse Squibe,50436-4715,Cargo Pants,,21.0,,,,,Bali - Instagram,Nami,JNT,4.0
284,285,2018/01/09,7:16:00,Eal Henrionot,0904-0647,Oversized T-Shirt,,,,33.0,,,Yogyakarta - Tokopedia,Wanokuni,Wahana,3.0
285,286,2018/01/03,21:42:10,Engelbert Benmore,42507-140,,,11.0,,,,,Bandung - Tokopedia,Mark,JNE,3.0
286,287,2018/01/01,11:35:01,Malissa Wigley,36987-1955,T-Shirt,,20.0,,13.0,,,Bali - Tiktok,Wanokuni,SiCepat,4.0
287,288,2018/01/16,19:44:42,Pernell Seeds,49349-375,T-Shirt,,21.0,,,,,Bali - Shopee,Jeff,Tiki,
288,289,2018/01/22,10:56:47,Malachi Moyle,63629-3056,T-Shirt,,17.0,,12.0,,,Tangerang - Lazada,Elon,SiCepat,5.0
289,290,2018/01/24,22:11:56,Shane Woolacott,0904-5512,T-Shirt,,,,,,,Bogor - Whatsapp,Elon,SiCepat,2.0
290,291,2018/01/13,11:44:19,Gustavo Brumen,42979-130,Topi,,,,,,,Yogyakarta - Instagram,Abraham,Shopee Express,1.0
291,292,2018/01/10,20:46:32,Rona Kindon,68084-021,Mug,,21.0,,32.0,,,Tangerang - Tiktok,Elon,Wahana,
292,293,2018/01/09,18:24:15,Jemmie Dudleston,36987-3150,T-Shirt,,11.0,,,,,Bogor - Tokopedia,Elon,JNT,1.0
293,294,2018/01/22,22:08:28,Nikoletta Dugue,0591-0406,Parka Jackets,,16.0,,,,,Yogyakarta - Tiktok,Jeff,Shopee Express,4.0
294,295,2018/01/30,19:32:41,Barclay Uccelli,49349-534,Sweater,,11.0,,,,,Semarang - Instagram,Rizal,SiCepat,4.0
295,296,2018/01/15,13:47:40,Diarmid Chaffey,52125-718,T-Shirt,,7.0,,,,,Depok - FB Marketplace,Mark,Wahana,4.0
296,297,2018/01/30,16:52:34,Rollie Lippatt,52125-764,T-Shirt,,9.0,,35.0,,,Bandung - Whatsapp,Rizal,JNE,
297,298,2018/01/17,8:48:54,Jessalin Chawner,50458-603,T-Shirt,,7.0,,35.0,,,Yogyakarta - Website,Wanokuni,JNT,1.0
298,299,2018/01/18,13:07:29,Marion Lenihan,59779-621,Oversized T-Shirt,,21.0,,,,,Bali - Website,Mark,Wahana,1.0
299,300,2018/01/08,3:55:06,Norby Zywicki,0268-1259,Mug,,8.0,,,,,Yogyakarta - FB Marketplace,Mark,JNT,3.0
300,301,2018/01/12,1:28:10,Jennica Leate,68016-073,Sweater,,1.0,,22.0,,,Semarang - Tiktok,Mark,JNT,3.0
301,302,2018/01/12,6:20:24,Andrej Brackstone,55154-4033,Sweater,,14.0,,27.0,,,Bogor - Whatsapp,Abraham,,1.0
302,303,2018/01/29,16:26:21,Hollie Chitson,0395-2325,Cargo Pants,,18.0,,,,,Bogor - Tiktok,Jeff,Wahana,3.0
303,304,2018/01/26,11:50:13,Cissy Jarry,62756-352,T-Shirt,,,,23.0,,,Jakarta - Shopee,Jeff,JNE,4.0
304,305,2018/01/20,6:19:22,Claudio Cossey,67938-2013,T-Shirt,,11.0,,29.0,,,Tangerang - Whatsapp,Elon,SiCepat,3.0
305,306,2018/01/22,3:56:54,Pietrek Melan,52731-7038,Oversized T-Shirt,,6.0,,12.0,,,Bandung - Instagram,Nami,Shopee Express,1.0
306,307,2018/01/06,3:22:21,Marylou Rockall,37205-721,Oversized T-Shirt,,11.0,,,,,,Abraham,SiCepat,1.0
307,308,2018/01/20,6:38:38,Benedict Vigrass,52380-1102,Mug,,13.0,,16.0,,,Tangerang - Shopee,Wanokuni,Wahana,
308,309,2018/01/07,15:29:11,Kayle Wanklin,49035-107,Oversized T-Shirt,,19.0,,23.0,,,Semarang - Lazada,Elon,SiCepat,5.0
309,310,2018/01/01,21:35:34,Daron Orvis,49708-521,Oversized T-Shirt,,6.0,,5.0,,,Depok - FB Marketplace,Elon,POS Indonesia,2.0
310,311,2018/01/30,9:15:15,Travus Rodbourne,63146-303,Sweater,,23.0,,32.0,,,,Wanokuni,Tiki,2.0
311,312,2018/01/20,8:07:00,Vonni Pavese,63304-461,Cargo Pants,,10.0,,16.0,,,Depok - Tiktok,Mark,Wahana,3.0
312,313,2018/01/25,22:45:42,Mufinella Codling,50436-4624,Mug,,19.0,,,,,Tangerang - Instagram,Rizal,JNE,2.0
313,314,2018/01/16,7:17:07,Beitris Havile,54868-5977,Sweater,,13.0,,34.0,,,Semarang - Shopee,Mark,Tiki,1.0
314,315,2018/01/07,22:37:24,Tessa Scriviner,50742-209,Parka Jackets,,11.0,,,,,Jakarta - Tiktok,Rizal,SiCepat,1.0
315,316,2018/01/28,21:58:35,Lilia Batchelour,54340-986,Parka Jackets,,16.0,,,,,Bandung - Instagram,Nami,Shopee Express,1.0
316,317,2018/01/29,13:13:36,Romonda Basnett,54569-1104,Sweater,,20.0,,27.0,,,Bandung - Shopee,Elon,POS Indonesia,4.0
317,318,2018/01/10,0:35:17,Cornell Macak,54868-5687,Sweater,,19.0,,,,,Depok - Lazada,Abraham,Wahana,1.0
318,319,2018/01/02,11:38:06,Amitie Cuffley,49348-972,T-Shirt,,8.0,,20.0,,,Bandung - Tiktok,Nami,Tiki,3.0
319,320,2018/01/15,2:03:08,Sharity Durtnal,50845-0114,Cargo Pants,,1.0,,,,,Semarang - Whatsapp,Rizal,JNE,4.0
320,321,2018/01/18,0:24:28,Tabatha Renn,55910-418,T-Shirt,,21.0,,22.0,,,Semarang - Whatsapp,Wanokuni,,3.0
321,322,2018/01/08,23:26:42,Nikoletta Dugue,51791-001,Mug,,15.0,,,,,Bali - Whatsapp,Rizal,,5.0
322,323,2018/01/24,20:25:57,Roda Reedie,44087-1150,T-Shirt,,3.0,,7.0,,,Bogor - Tokopedia,Elon,Tiki,5.0
323,324,2018/01/12,18:23:12,Gerrie Tennock,55316-648,T-Shirt,,14.0,,30.0,,,Tangerang - Whatsapp,Elon,POS Indonesia,5.0
324,325,2018/01/12,4:35:04,Constantia Hattigan,49520-502,Oversized T-Shirt,,6.0,,,,,Yogyakarta - Lazada,Mark,SiCepat,4.0
325,326,2018/01/06,9:04:01,Rockie Lambertazzi,55154-8330,Parka Jackets,,10.0,,,,,,Elon,Shopee Express,4.0
326,327,2018/01/01,22:14:22,Penny Bercevelo,52125-147,T-Shirt,,15.0,,24.0,,,Depok - Whatsapp,Elon,SiCepat,1.0
327,328,2018/01/12,14:44:48,Carine Harmer,55315-455,Oversized T-Shirt,,21.0,,8.0,,,Bali - Whatsapp,Rizal,JNT,2.0
328,329,2018/01/08,10:17:03,Rob Zanardii,55111-328,Oversized T-Shirt,,18.0,,,,,Semarang - Website,Elon,Shopee Express,4.0
329,330,2018/01/06,12:07:40,Seymour Maciejewski,63981-170,Sweater,,4.0,,32.0,,,Yogyakarta - Shopee,Wanokuni,POS Indonesia,1.0
330,331,2018/01/30,13:41:28,Rikki Libby,53808-0664,Sweater,,23.0,,,,,Yogyakarta - Instagram,Jeff,SiCepat,5.0
331,332,2018/01/09,7:12:32,Nikoletta Dugue,24236-729,,,14.0,,,,,Bandung - Lazada,Elon,Tiki,5.0
332,333,2018/01/12,10:37:08,Verney Jacobovitz,76485-1005,T-Shirt,,12.0,,15.0,,,Semarang - Instagram,Wanokuni,Tiki,5.0
333,334,2018/01/12,19:21:16,Ben O'Lunney,42291-651,Oversized T-Shirt,,9.0,,31.0,,,,Mark,Tiki,4.0
334,335,2018/01/09,19:35:45,Boone Zanuciolii,42507-702,Topi,,24.0,,9.0,,,Depok - Website,Abraham,,1.0
335,336,2018/01/10,21:20:06,Tymon Guildford,60881-555,T-Shirt,,9.0,,27.0,,,Yogyakarta - Whatsapp,Mark,JNT,2.0
336,337,2018/01/21,3:44:06,Darlene Kaye,0178-0600,Parka Jackets,,10.0,,5.0,,,Semarang - Website,Mark,POS Indonesia,4.0
337,338,2018/01/07,9:06:42,Drud Order,50227-2111,T-Shirt,,6.0,,,,,Jakarta - FB Marketplace,Abraham,SiCepat,1.0
338,339,2018/01/08,6:09:13,Burnard Gamblin,0093-0320,T-Shirt,,12.0,,,,,Bogor - Shopee,Wanokuni,Tiki,2.0
339,340,2018/01/15,9:41:06,Mildrid Edgcombe,62756-707,Oversized T-Shirt,,23.0,,33.0,,,Bogor - Tokopedia,Jeff,Shopee Express,1.0
340,341,2018/01/14,10:51:59,Wiley Ingree,42507-153,Cargo Pants,,24.0,,,,,,Elon,,5.0
341,342,2018/01/10,8:45:21,Vannie Dargavel,55154-5882,T-Shirt,,9.0,,,,,Bogor - Tiktok,Jeff,SiCepat,3.0
342,343,2018/01/14,17:55:50,Ari Heditch,0179-0091,Oversized T-Shirt,,18.0,,16.0,,,Jakarta - Website,Wanokuni,,2.0
343,344,2018/01/14,1:31:35,Wylie Forton,58118-0657,,,13.0,,29.0,,,Bandung - Lazada,Wanokuni,Tiki,4.0
344,345,2018/01/29,13:49:02,Cesaro MacNulty,43353-156,T-Shirt,,3.0,,,,,Tangerang - FB Marketplace,Nami,JNT,4.0
345,346,2018/01/13,8:16:45,Meier Schechter,59970-169,Parka Jackets,,25.0,,,,,,Nami,JNT,
346,347,2018/01/27,3:17:04,Hugues Marcombe,53346-1351,Oversized T-Shirt,,18.0,,,,,,Elon,SiCepat,2.0
347,348,2018/01/17,18:43:47,L;urette Lie,49738-384,Cargo Pants,,5.0,,,,,Yogyakarta - Tokopedia,Rizal,Tiki,2.0
348,349,2018/01/01,21:12:21,Ogden Litchfield,0113-2432,Oversized T-Shirt,,25.0,,32.0,,,Yogyakarta - Tiktok,Jeff,Tiki,5.0
349,350,2018/01/04,1:56:05,Reynard Chrstine,68084-264,Sweater,,2.0,,,,,Jakarta - Instagram,Nami,,3.0
350,351,2018/01/01,0:02:01,Ernie Armytage,11559-038,T-Shirt,,24.0,,,,,Depok - Lazada,Mark,SiCepat,2.0
351,352,2018/01/21,17:27:34,Nannette Drew,51672-4070,T-Shirt,,13.0,,,,,Depok - Website,Jeff,Wahana,5.0
352,353,2018/01/21,21:52:27,Joannes Devons,55154-3622,Cargo Pants,,12.0,,19.0,,,Depok - Instagram,Elon,,5.0
353,354,2018/01/05,17:57:11,Ernie Armytage,24477-323,Oversized T-Shirt,,7.0,,,,,Depok - Lazada,Rizal,SiCepat,2.0
354,355,2018/01/15,0:03:51,Moshe Well,51079-386,Cargo Pants,,8.0,,,,,Semarang - Tiktok,Wanokuni,JNE,1.0
355,356,2018/01/30,12:08:41,Portia Wybern,68084-121,Sweater,,15.0,,,,,Bogor - Instagram,Wanokuni,Shopee Express,3.0
356,357,2018/01/17,7:36:28,Verney Jacobovitz,52125-579,Cargo Pants,,12.0,,23.0,,,Bogor - Tiktok,Mark,JNT,4.0
357,358,2018/01/13,9:10:46,Alard Betonia,53329-092,Cargo Pants,,19.0,,,,,Semarang - FB Marketplace,Jeff,,1.0
358,359,2018/01/19,23:21:07,Pacorro Kervin,58988-0038,T-Shirt,,7.0,,,,,,Elon,SiCepat,5.0
359,360,2018/01/05,0:38:56,Portia Wybern,54162-926,Sweater,,12.0,,19.0,,,Depok - Website,Wanokuni,Wahana,3.0
360,361,2018/01/20,20:29:52,Astra Inkin,48878-3120,,,11.0,,,,,Bandung - Whatsapp,Mark,JNE,3.0
361,362,2018/01/24,16:21:36,Tobe Tarn,54868-5838,T-Shirt,,17.0,,33.0,,,Jakarta - Whatsapp,Jeff,JNT,1.0
362,363,2018/01/03,11:05:40,Elmore Ibert,65044-3077,T-Shirt,,23.0,,27.0,,,Jakarta - FB Marketplace,Rizal,Tiki,1.0
363,364,2018/01/26,22:46:48,Robinett Normanell,0615-7514,Cargo Pants,,1.0,,24.0,,,Yogyakarta - Whatsapp,Rizal,,2.0
364,365,2018/01/22,22:14:59,Lea Uzelli,53567-0723,Cargo Pants,,7.0,,11.0,,,Yogyakarta - Whatsapp,Elon,JNE,4.0
365,366,2018/01/21,13:21:01,Hewitt Swainson,59572-630,Oversized T-Shirt,,1.0,,,,,Jakarta - Whatsapp,Elon,,1.0
366,367,2018/01/26,6:22:36,Rosene Alliker,61671-004,Oversized T-Shirt,,23.0,,30.0,,,Jakarta - Tokopedia,Nami,JNT,3.0
367,368,2018/01/11,0:23:30,Gregoor Gooms,65044-4085,Oversized T-Shirt,,24.0,,,,,Bali - Instagram,Rizal,Wahana,2.0
368,369,2018/01/08,18:54:40,Gaynor Chesley,68599-0203,Oversized T-Shirt,,20.0,,,,,Bandung - Tokopedia,Wanokuni,Shopee Express,1.0
369,370,2018/01/14,11:03:57,Bear Brayfield,41415-051,T-Shirt,,5.0,,33.0,,,Yogyakarta - Tokopedia,Rizal,POS Indonesia,5.0
370,371,2018/01/24,8:06:06,Corissa Fenkel,65585-511,Oversized T-Shirt,,4.0,,,,,Tangerang - Lazada,Rizal,SiCepat,2.0
371,372,2018/01/23,0:36:15,Freddie Josey,49288-0681,Sweater,,8.0,,,,,Bali - Instagram,Jeff,SiCepat,1.0
372,373,2018/01/12,12:45:00,Meier Schechter,50607-1111,Parka Jackets,,24.0,,,,,Bogor - Tiktok,Rizal,JNE,5.0
